wavelength,x.cmf,y.cmf,z.cmf,illuminant.SPD,unk.SRD1,unk.SRD2,unk.SRD3
817,3.11E-06,1.12E-06,0,0.557961,0.531062488,0.652999717,0.38324899
818,2.90E-06,1.05E-06,0,0.563443,0.530000627,0.653070445,0.386064203
819,2.71E-06,9.77E-07,0,0.568924,0.529074448,0.654013881,0.388957624
820,2.52E-06,9.11E-07,0,0.574406,0.528999676,0.655032215,0.392803106
821,2.35E-06,8.49E-07,-6.20E-120,0.577278,0.528998029,0.655999789,0.3953848
822,2.19E-06,7.92E-07,0,0.58015,0.52789456,0.656971714,0.398186384
823,2.04E-06,7.38E-07,-3.87E-121,0.583022,0.528001877,0.657006658,0.402027483
824,1.91E-06,6.88E-07,0,0.585894,0.526986402,0.657996378,0.404953911
825,1.78E-06,6.42E-07,2.42E-122,0.588765,0.527000079,0.657999984,0.407786081
826,1.66E-06,5.98E-07,0,0.591637,0.527000038,0.658027953,0.410677615
827,1.54E-06,5.58E-07,1.51E-123,0.594509,0.526979914,0.659007739,0.413456262
828,1.44E-06,5.20E-07,0,0.597381,0.525997034,0.658999993,0.416044408
829,1.34E-06,4.85E-07,-1.89E-124,0.600253,0.524991217,0.659000003,0.417982041
830,1.25E-06,4.52E-07,0,0.603125,0.524974268,0.658993087,0.419980038
