x
0.13153667
0.109220159
-0.024812319
-0.076343801
-0.091492309
-0.025862414
0.037766724
0.037088764
0.032965582
-0.014340662
0.028629466
-0.0032603
0.00138954
-0.054575187
-0.060134312
-0.048891152
-0.015234293
0.03295609
-0.000710572
-0.013845383
-0.049746984
0.028928767
0.05537775
0.097740549
0.049662886
-0.016337844
-0.058986236
-0.050142201
0.036262655
0.04559633
0.066134933
-0.009577892
-0.032226313
-0.088945207
-0.057961837
-0.010782342
0.023753245
0.073529825
0.066677934
0.060486585
-0.045517875
-0.076782973
-0.122505436
-0.073140866
-0.014495572
0.057271713
0.063924046
0.014033179
0.018694608
0.002006863
0.059347541
0.039632292
0.053671259
-0.018400455
-0.040378388
-0.025099612
-0.001175583
0.02762495
-0.004363552
0.000424348
-0.052410107
-0.02460306
-0.034665798
0.000693306
-0.003561914
0.019667626
0.038415702
0.013350913
-0.008167969
-0.084412162
-0.047027875
-0.020859513
0.091716031
0.114217335
0.075446647
-0.044018211
-0.137656286
-0.101458699
-0.024168337
0.117985691
0.146179485
0.128213834
-0.00772191
-0.057830347
-0.084216267
-0.064442099
-0.030567994
-0.014224711
0.017726141
-0.02067571
0.016461366
-0.025136495
-0.037004402
-0.077174765
-0.023256749
0.039835925
0.087430121
0.138748546
0.081216281
0.016619988
-0.088374662
-0.080313731
-0.094266705
-0.033516619
0.019001773
0.077694396
0.093040431
0.066414026
0.056201044
-0.048768961
-0.081538983
-0.123542747
-0.057653623
-0.022075946
0.059259401
0.110000492
0.092036195
0.051725013
-0.056179963
-0.117957012
-0.199183833
-0.137604175
-0.051697002
0.106349778
0.198458211
0.234627995
0.171121273
0.024513628
-0.073251539
-0.168154488
-0.121013517
-0.086450821
0.025823681
0.052360901
0.046135571
-0.008728725
-0.067256984
-0.040533591
0.008612025
0.11811156
0.112221064
0.067330895
-0.09364588
-0.168907248
-0.173839446
-0.059892062
0.081481736
0.141425103
0.142636643
0.010259334
-0.04241962
-0.086976204
-0.011667628
0.031475262
0.079037473
0.063404276
0.000587234
-0.021284605
-0.055327204
-0.019265204
-0.024467798
0.034546523
0.014131187
0.006938762
-0.048216088
-0.073397834
-0.077299455
-0.069941746
0.021495083
0.051342568
0.109102748
0.07273755
0.075202675
0.006343172
-0.030698269
-0.053475691
-0.074171666
-0.054364049
-0.053769478
0.023627769
0.045810762
0.113966546
0.109055997
0.10587136
0.011925445
-0.080268402
-0.138561006
-0.164839024
-0.088464797
-0.024274256
0.101801106
0.085982235
0.07319934
0.009119168
-0.017628542
-0.022841364
-0.014319314
0.007204121
-0.048085486
-0.046565657
-0.059857933
0.01322939
0.042776048
0.125069886
0.134637494
0.10320917
0.045330336
-0.0563603
-0.123939815
-0.205751123
-0.121454006
-0.038251115
0.108773615
0.158076906
0.120849417
-0.013920055
-0.136820923
-0.12294967
-0.060342854
0.077408756
0.104546695
0.092116646
-0.035815103
-0.080056878
-0.077687078
-0.005721336
0.070994305
0.072556428
0.062226946
-0.027959035
-0.023800172
-0.04910013
0.010155367
0.030729962
0.059568044
0.051808304
0.002138833
-0.032714435
-0.104995849
-0.086750536
-0.0779916
0.006675159
0.021420731
0.054347909
0.016199319
-0.014322166
-0.004406718
0.007935067
0.066502499
0.046904252
0.069038307
-0.006114393
-0.028558217
-0.070020033
-0.055274923
-0.022610185
0.012599143
0.075985346
0.053804633
0.044593382
-0.024669008
-0.021798221
-0.049236093
-0.002810925
-0.003423875
-0.02967748
-0.065075536
-0.094811362
-0.018082938
0.032178636
0.1415326
0.11711101
0.063049458
-0.065368013
-0.130526713
-0.132034364
-0.080235082
0.049000867
0.125304332
0.19663627
0.136867303
0.06728147
-0.090343234
-0.156053491
-0.155284626
-0.056865085
0.063972444
0.09265637
0.068235468
-0.08104362
-0.119161939
-0.116172533
0.018579536
0.099183164
0.124858518
0.068820157
-0.017792315
-0.02488493
-0.029286723
0.017539156
-0.038514401
-0.064965989
-0.115744926
-0.04116674
0.069274077
0.187738516
0.224445528
0.114606095
-0.015870172
-0.194294732
-0.213445228
-0.190465651
-0.0344071
0.091790384
0.18551985
0.17791638
0.056235051
-0.070959384
-0.200169695
-0.175189458
-0.110140149
0.052888286
0.121599777
0.146619174
0.065785616
-0.005113854
-0.015802804
-0.009032626
0.066574056
0.057306138
0.054007851
-0.063278368
-0.102970862
-0.143937717
-0.111395626
-0.00870184
0.090468729
0.162702444
0.114298795
0.067699774
-0.059673631
-0.101269058
-0.118922902
-0.0408237
-0.014956409
-0.003247915
0.003802272
-0.033999978
0.000114307
0.015850557
0.10941044
0.091305231
0.098821835
0.044083527
-0.031309451
-0.10404001
-0.133593013
-0.0643056
0.007289128
0.143584443
0.151661959
0.096571406
-0.083221685
-0.175478227
-0.190761678
-0.092331921
0.056898243
0.115211106
0.112527008
-0.011981025
-0.025814063
-0.038640608
0.037094811
0.051875397
0.036643828
-0.018389018
-0.083361019
-0.043521012
-0.001360395
0.079137648
0.060518504
0.057816788
-0.025485192
-0.050874515
-0.059904197
-0.011930079
0.046982132
0.04686447
0.075620189
-0.005726526
-0.051719246
-0.136639864
-0.094185678
-0.050793669
0.019228763
0.076165645
0.047187253
0.00325248
-0.059775086
-0.003149905
0.037927745
0.137913717
0.147463121
0.120723174
-0.024062579
-0.157464522
-0.198170215
-0.18167106
-0.032600825
0.084233324
0.21112406
0.1369582
0.043371634
-0.072395414
-0.120929265
-0.08585197
-0.009831968
0.071435983
0.02242181
-0.003862073
-0.067639822
-0.058230793
-0.071737412
0.004222608
0.043634449
0.068163903
0.102399962
0.080843664
0.065525083
-0.035127317
-0.024583668
-0.049800387
-0.010956651
-0.009476264
-0.018859572
-0.048422327
-0.070988146
0.010014311
0.063828585
0.112997097
0.025102825
-0.047892017
-0.153058055
-0.124247764
-0.033056872
0.089689497
0.154729939
0.080541305
0.013566213
-0.100142196
